source,target
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000,00100000000000000000000000000001000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000110011011000000110010000000000011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000,00100000000000000000000000000001000000000000000000010001000000000000000000000000010000000000000000000000000000000000000000000000000110011010000000010010000000000011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000,00000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000110010000000000000010000000000011010001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000100011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010000000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000000000000000000000001000000000000000000010001000000000000000000000000000000000000000100000000000000000000000000100000000110011010000000110010000000000011011101110110011000000000000000000,00100000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000110011010000000110010000000000011011101110110011000000000000000000
00100000000000000000000000000001000000000000000000010001000000000000000000000000000000000000000100000000000000000000000000100000000110011010000000110010000000000011011101110110011000000000000000000,00100000000000000000000000000001000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000100000000110011010000000110010000000000011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011010000000110010000111100011011101110110011000000000000000000,00100000000000000000000000000001000000000000000000010001000000000000000000000000000000000000000100000000000000000000000000100000000110011010000000110010000000000011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011010000000110010000111100011011101110110011000000000000000000,00000000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011010000000110010000111100011011101110110010000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000111011011000000110010000111100011011101110110011000000000000000000,00000000000110110110000110000001000000000000000000010001000111110111110000000101010101000111000110000011111101111111100001100000000111011001000000110010000111100011011100110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000111011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011101101111111100001100000000110011011000000110010000111100001011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011101101111111100001100000000110011011000000110010000111100001011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101011111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101011111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000111011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000111011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00000000000100010000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000000000000000000100000000000000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110010000000000000010000000000011010001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000110011000000000000010000000000011010001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111000011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100000100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000011110001110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000011111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000,00100000000110110110000110000001000000000000000000000001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000,00100000000110110110000100000001000000000000000000000001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011001110110011000000000000000000
00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000000000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000000000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100010011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
00100000000110110110000110000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000,00100000000110110110000100000001000000000000000000010001000111111111110000000111010101000111000110000011111101111111100001100000000110011011000000110010000111100011011101110110011000000000000000000
